"FIT ID","No.","Post Code","Technology","Installation","kW","Commission","Export","Tariff","Country","GO Region","Local Authority","Related ID","Generator Name"
" FIT00486383"," 1"," OX9 "," Photovoltaic "," Domestic"," 0.45 "," 2012-12-15"," Deemed "," PV-R/0-4/05H "," England"," South East "," South Oxfordshire "," MCS-00430402-Y ","  "
" FIT00488707"," 1"," OX9 "," Photovoltaic "," Domestic"," 0.45 "," 2012-12-15"," Deemed "," PV-R/0-4/05H "," England"," South East "," South Oxfordshire "," MCS-00430405-L ","  "
" FIT00491697"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2014-03-21"," Deemed "," PV-N/0-4/05H "," England"," South East "," Mid Sussex "," MCS-00608490-H ","  "
" FIT00492082"," 1"," OX9 "," Photovoltaic "," Domestic"," 0.45 "," 2012-12-15"," Deemed "," PV-N/0-4/05H "," England"," South East "," South Oxfordshire "," MCS-00430403-V ","  "
" FIT00495446"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-09-11"," Deemed "," PV-R/0-4/04M-4 "," England"," South East "," Mid Sussex "," MCS-00402667-V ","  "
" FIT00505970"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.45 "," 2013-08-01"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Colchester "," MCS-00504394-D ","  "
" FIT00506937"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.45 "," 2013-09-24"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Colchester "," MCS-00523296-X ","  "
" FIT00529803"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-10-11"," Deemed "," PV-N/0-4/05H-1 "," England"," South East "," Mid Sussex "," MCS-00488087-P ","  "
" FIT00533944"," 1"," BA3 "," Photovoltaic "," Domestic"," 0.45 "," 2013-04-29"," Deemed "," PV-R/0-4/04H-4 "," England"," South West "," Bath and North East Somerset "," MCS-00470717-K ","  "
" FIT00546905"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-04-23"," Deemed "," PV-N/0-4/05H-1 "," England"," South East "," Mid Sussex "," MCS-00652557-Q ","  "
" FIT00563131"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2013-04-30"," Deemed "," PV-N/0-4/05H-3 "," England"," South East "," Mid Sussex "," MCS-00488095-O ","  "
" FIT00031588"," 1"," N19 "," Photovoltaic "," Domestic"," 0.46 "," 2011-03-25"," Deemed "," PV-R/0-4/01 "," England"," London "," Islington "," MCS-00046872-U ","  "
" FIT00090866"," 1"," Unk "," Photovoltaic "," Domestic"," 0.46 "," 2011-06-14"," Deemed "," PV-R/0-4/02 "," England"," South East "," Reading "," MCS-00069232-E ","  "
" FIT00196659"," 1"," WS7 "," Photovoltaic "," Domestic"," 0.46 "," 2011-12-08"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Lichfield "," MCS-00231754-I ","  "
" FIT00204467"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-05-16"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00059646-L ","  "
" FIT00255467"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00186877-B ","  "
" FIT00256911"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00211372-G ","  "
" FIT00274188"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00186859-L ","  "
" FIT00276858"," 1"," SO19 "," Photovoltaic "," Domestic"," 0.46 "," 2011-06-17"," Deemed "," PV-R/0-4/03 H "," England"," South East "," Southampton "," MCS-00069265-S ","  "
" FIT00279389"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00211298-O ","  "
" FIT00302353"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2010-10-18"," Deemed "," PV-R/0-4/02 "," England"," South East "," Reading "," MCS-00186809-X ","  "
" FIT00318928"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Off Grid "," PV-R/0-4/03 H "," England"," South East "," Reading "," MCS-00211257-M ","  "
" FIT00328223"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-R/0-4/02 "," England"," South East "," Reading "," MCS-00211338-A ","  "
" FIT00336059"," 1"," Unk "," Photovoltaic "," Domestic"," 0.46 "," 2012-07-02"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," Reading "," MCS-00393141-Y ","  "
" FIT00341634"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," Reading "," MCS-00211428-X ","  "
" FIT00343469"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2011-10-18"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," Reading "," MCS-00211200-D ","  "
" FIT00348162"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-07-02"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," Reading "," MCS-00393135-X ","  "
" FIT00354722"," 1"," KT21 "," Photovoltaic "," Domestic"," 0.46 "," 2012-02-22"," Deemed "," PV-N/0-4/02 "," England"," South East "," Mole Valley "," MCS-00300762-K ","  "
" FIT00367675"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.46 "," 2012-11-08"," Deemed "," PV-N/0-4/03H-3 "," England"," East of England "," Colchester "," MCS-00418569-C ","  "
" FIT00397138"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-07-02"," No Export "," PV-N/0-4/03H-4 "," England"," South East "," Reading "," MCS-00393130-L ","  "
" FIT00403288"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-09-06"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Reading "," MCS-00396839-I ","  "
" FIT00405982"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-07-02"," Deemed "," PV-N/0-4/04H-1 "," England"," South East "," Reading "," MCS-00393138-V ","  "
" FIT00421245"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-09-06"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," Reading "," MCS-00396846-R ","  "
" FIT00430897"," 1"," YO22 "," Photovoltaic "," Domestic"," 0.46 "," 2012-12-21"," Deemed "," PV-R/0-4/04H-2 "," England"," Yorks & Humber "," Scarborough "," MCS-00431411-N ","  "
" FIT00441117"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-09-06"," Deemed "," PV-R/0-4/03H-3 "," England"," South East "," Reading "," MCS-00396841-R ","  "
" FIT00448265"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-08-16"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," Reading "," MCS-00393144-O ","  "
" FIT00455380"," 1"," TS17 "," Photovoltaic "," Domestic"," 0.46 "," 2013-04-25"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Stockton-on-Tees "," MCS-00467399-V ","  "
" FIT00464311"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-08-29"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," Reading "," MCS-00395093-Y ","  "
" FIT00468778"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.46 "," 2012-06-18"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Reading "," MCS-00356353-J ","  "
" FIT00506280"," 1"," TA6 "," Photovoltaic "," Domestic"," 0.46 "," 2012-05-03"," Deemed "," PV-N/0-4/05H-1 "," England"," South West "," Sedgemoor "," MCS-00340351-M ","  "
" FIT00524230"," 1"," YO22 "," Photovoltaic "," Domestic"," 0.46 "," 2013-01-07"," Deemed "," PV-R/0-4/05H-1 "," England"," Yorks & Humber "," Scarborough "," MCS-00431414-M ","  "
" FIT00533638"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.46 "," 2014-02-24"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Thurrock "," MCS-00585610-N ","  "
" FIT00128614"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084688-O ","  "
" FIT00128646"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-08-27"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00102648-U ","  "
" FIT00128686"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-08-27"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00102652-H ","  "
" FIT00128717"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-10-13"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00125694-K ","  "
" FIT00132209"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-10-13"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00125679-K ","  "
" FIT00144704"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.47 "," 2011-04-07"," Deemed "," PV-N/0-4/02 "," England"," South West "," East Devon "," MCS-00155651-F ","  "
" FIT00156091"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-09-15"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00109293-M ","  "
" FIT00156168"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-09-15"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00109292-Y ","  "
" FIT00176154"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-01"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00139494-I ","  "
" FIT00176189"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084693-C ","  "
" FIT00176207"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-01"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00139501-I ","  "
" FIT00180201"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-12-12"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00245476-H ","  "
" FIT00203328"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157402-Y ","  "
" FIT00203333"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157398-W ","  "
" FIT00203344"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157396-B ","  "
" FIT00203350"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157397-D ","  "
" FIT00203362"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157394-R ","  "
" FIT00203411"," 1"," NP4 "," Photovoltaic "," Domestic"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157393-D ","  "
" FIT00218412"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-10-13"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00125687-N ","  "
" FIT00255787"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-12-12"," Deemed "," PV-R/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00245502-H ","  "
" FIT00257375"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-02-28"," Deemed "," PV-N/0-4/02 R "," England"," North East "," Newcastle upon Tyne "," MCS-00310558-G ","  "
" FIT00268132"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-02-06"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00286632-B ","  "
" FIT00275075"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-04-04"," Deemed "," PV-N/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00334634-L ","  "
" FIT00275130"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-04-10"," Deemed "," PV-N/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00334196-L ","  "
" FIT00279244"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-04-02"," Deemed "," PV-N/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00331517-C ","  "
" FIT00286255"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-02-06"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00286738-F ","  "
" FIT00312837"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-04-04"," Deemed "," PV-N/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00334628-W ","  "
" FIT00323135"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.47 "," 2011-04-07"," No Export "," PV-R/0-4/03 H "," England"," South West "," East Devon "," MCS-00155656-E ","  "
" FIT00342348"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-09-15"," Deemed "," PV-R/0-4/03H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00109290-B ","  "
" FIT00342737"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-02-23"," Deemed "," PV-R/0-4/03H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00286758-A ","  "
" FIT00346479"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-05"," Deemed "," PV-N/0-4/03H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00398176-G ","  "
" FIT00353776"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-02-17"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00043439-I ","  "
" FIT00355728"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-04"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00395956-F ","  "
" FIT00356489"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-05"," Deemed "," PV-N/0-4/03H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00398185-E ","  "
" FIT00364948"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-11-15"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00426920-G ","  "
" FIT00364968"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-10-26"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00429470-Y ","  "
" FIT00365287"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-07-22"," Deemed "," PV-R/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00084687-R ","  "
" FIT00372838"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392215-K ","  "
" FIT00372843"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392216-Q ","  "
" FIT00372847"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392217-X ","  "
" FIT00372850"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392218-L ","  "
" FIT00372856"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392220-X ","  "
" FIT00372858"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392223-A ","  "
" FIT00372862"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392224-O ","  "
" FIT00372866"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-14"," Deemed "," PV-R/0-4/03M-3 "," England"," East of England "," Uttlesford "," MCS-00392225-E ","  "
" FIT00373485"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-08-17"," Deemed "," PV-R/0-4/03H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00102660-R ","  "
" FIT00374407"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-05-11"," Deemed "," PV-R/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00348198-U ","  "
" FIT00376158"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.47 "," 2010-12-16"," Deemed "," PV-R/0-4/03H-4 "," England"," South West "," East Devon "," MCS-00248207-Q ","  "
" FIT00378171"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-15"," Deemed "," PV-N/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00357172-U ","  "
" FIT00378344"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-06-15"," Deemed "," PV-R/0-4/03 H "," England"," North East "," Newcastle upon Tyne "," MCS-00357133-Q ","  "
" FIT00380325"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-04-12"," Deemed "," PV-R/0-4/03H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00334636-Q ","  "
" FIT00392726"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-10"," Deemed "," PV-N/0-4/03H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00398180-F ","  "
" FIT00394777"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-04"," Deemed "," PV-N/0-4/03H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00395952-P ","  "
" FIT00395505"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-02-11"," Deemed "," PV-N/0-4/03H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00443503-A ","  "
" FIT00396232"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-19"," Deemed "," PV-N/0-4/04H-1 "," England"," South West "," East Devon "," MCS-00155676-M ","  "
" FIT00406225"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-02-20"," Deemed "," PV-N/0-4/04H-1 "," England"," North East "," Newcastle upon Tyne "," MCS-00476457-H ","  "
" FIT00415109"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-11-09"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00426911-M ","  "
" FIT00418101"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-05"," Deemed "," PV-N/0-4/04H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00398179-V ","  "
" FIT00420894"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-10-26"," Deemed "," PV-N/0-4/04H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00476545-K ","  "
" FIT00434283"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-11-09"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00426900-A ","  "
" FIT00435531"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-08-28"," Deemed "," PV-N/0-4/04H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00513398-N ","  "
" FIT00442332"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-11-20"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00426925-U ","  "
" FIT00443024"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-02-20"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00476543-N ","  "
" FIT00443517"," 1"," W6 "," Photovoltaic "," Domestic"," 0.47 "," 2013-02-22"," Deemed "," PV-N/0-4/04H-3 "," England"," London "," Hammersmith and Fulham "," MCS-00501173-Y ","  "
" FIT00451682"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-10-25"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00540939-G ","  "
" FIT00455840"," 1"," TW2 "," Photovoltaic "," Domestic"," 0.47 "," 2013-05-09"," Deemed "," PV-N/0-4/04H-3 "," England"," London "," Richmond upon Thames "," MCS-00471554-B ","  "
" FIT00461971"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2012-11-20"," Deemed "," PV-N/0-4/03H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00426914-L ","  "
" FIT00468670"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-10-25"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00540930-U ","  "
" FIT00468804"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-10-25"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00540848-N ","  "
" FIT00469308"," 1"," W6 "," Photovoltaic "," Domestic"," 0.47 "," 2013-02-15"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Hammersmith and Fulham "," MCS-00501178-H ","  "
" FIT00471496"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-12-12"," Deemed "," PV-N/0-4/04H-4 "," England"," North East "," Newcastle upon Tyne "," MCS-00560678-T ","  "
" FIT00485827"," 1"," W6 "," Photovoltaic "," Domestic"," 0.47 "," 2014-02-22"," Deemed "," PV-R/0-4/05H "," England"," London "," Hammersmith and Fulham "," MCS-00501181-P ","  "
" FIT00489797"," 1"," WS11 "," Photovoltaic "," Domestic"," 0.47 "," 2012-09-19"," Deemed "," PV-N/0-4/04H-4 "," England"," West Midlands "," Cannock Chase "," MCS-00401311-L ","  "
" FIT00492376"," 1"," RM11 "," Photovoltaic "," Domestic"," 0.47 "," 2013-09-13"," Deemed "," PV-R/0-4/05H "," England"," London "," Havering "," MCS-00516383-A ","  "
" FIT00494263"," 1"," TN34 "," Photovoltaic "," Domestic"," 0.47 "," 2013-06-26"," No Export "," PV-N/0-4/04H-4 "," England"," South East "," Hastings "," MCS-00495468-M ","  "
" FIT00508282"," 1"," NP4 "," Photovoltaic "," Commercial"," 0.47 "," 2011-11-03"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Torfaen "," MCS-00157399-M ","  "
" FIT00518559"," 1"," TN34 "," Photovoltaic "," Domestic"," 0.47 "," 2013-06-26"," Deemed "," PV-N/0-4/04H-3 "," England"," South East "," Hastings "," MCS-00495456-L ","  "
" FIT00557618"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2014-10-06"," Deemed "," PV-N/0-4/05H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00687859-A ","  "
" FIT00578957"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2014-10-16"," Deemed "," PV-N/0-4/05H-2 "," England"," North East "," Newcastle upon Tyne "," MCS-00691226-P ","  "
" FIT00590084"," 1"," RM11 "," Photovoltaic "," Domestic"," 0.47 "," 2013-09-13"," Deemed "," PV-N/0-4/05H-3 "," England"," London "," Havering "," MCS-00516386-Y ","  "
" FIT00598971"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2014-05-21"," Deemed "," PV-N/0-4/05H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00624729-A ","  "
" FIT00624880"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2014-09-09"," Deemed "," PV-N/0-4/06H "," England"," North East "," Newcastle upon Tyne "," MCS-00672129-B ","  "
" FIT00677608"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2013-08-02"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00513542-T ","  "
" FIT00740331"," 1"," SS2 "," Photovoltaic "," Domestic"," 0.47 "," 2015-04-22"," Deemed "," PV-N/0-4/06H-1 "," England"," East of England "," Southend-on-Sea "," MCS-00781577-O ","  "
" FIT00019124"," 1"," RG14 "," Photovoltaic "," Domestic"," 0.47 "," 2010-11-28"," Deemed "," PV-R/0-4/01 "," England"," South East "," West Berkshire "," MCS-00026807-A ","  "
" FIT00040711"," 1"," DN34 "," Photovoltaic "," Domestic"," 0.47 "," 2011-04-01"," Deemed "," PV-N/0-4/02 "," England"," Yorks & Humber "," North East Lincolnshire "," MCS-00031403-I ","  "
" FIT00068852"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084691-F ","  "
" FIT00069476"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084690-S ","  "
" FIT00077935"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084689-A ","  "
" FIT00098145"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-01-24"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00035487-K ","  "
" FIT00098491"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-01-24"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00035488-B ","  "
" FIT00098514"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084694-W ","  "
" FIT00119498"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-19"," Deemed "," PV-R/0-4/02 "," England"," South West "," East Devon "," MCS-00155670-D ","  "
" FIT00127759"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-09-15"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00109288-S ","  "
