"FIT ID","No.","Post Code","Technology","Installation","kW","Commission","Export","Tariff","Country","GO Region","Local Authority","Related ID","Generator Name"
" FIT00772661"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-06-08"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00803897-M ","  "
" FIT00772737"," 1"," SL2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-26"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Slough "," MCS-00980420-N ","  "
" FIT00772801"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-29"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Horsham "," MCS-00960677-P ","  "
" FIT00773136"," 1"," SO22 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-31"," Deemed "," PV-R/0-4/06H-FR "," England"," South East "," Winchester "," MCS-00969846-R ","  "
" FIT00773336"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-03"," Deemed "," PV-N/0-4/06L-FR "," England"," East of England "," Thurrock "," MCS-00966165-N ","  "
" FIT00773430"," 1"," EX2 "," Photovoltaic "," Domestic"," 0.5 "," 2015-02-13"," Deemed "," PV-N/0-4/06H-2 "," England"," South West "," Exeter "," MCS-00745344-K ","  "
" FIT00773469"," 1"," PO20 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-21"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Chichester "," MCS-00968287-H ","  "
" FIT00773603"," 1"," CR5 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-09"," Deemed "," PV-N/0-4/07L-1 "," England"," London "," Croydon "," MCS-00981175-P ","  "
" FIT00773827"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-16"," Deemed "," PV-N/0-4/07L-1 "," Scotland"," N/A "," Angus "," MCS-00978652-N ","  "
" FIT00773896"," 1"," SL2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-04"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Slough "," MCS-00977549-G ","  "
" FIT00773936"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779127-V ","  "
" FIT00774162"," 1"," HP7 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-22"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Chiltern "," MCS-00958144-F ","  "
" FIT00774503"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-05"," Deemed "," PV-R/0-4/07L-1 "," England"," South East "," Reading "," MCS-00971027-D ","  "
" FIT00774660"," 1"," TA7 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-19"," Deemed "," PV-N/0-4/07H-1 "," England"," South West "," Sedgemoor "," MCS-00978715-Y ","  "
" FIT00774716"," 1"," SL2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-15"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Slough "," MCS-00974918-G ","  "
" FIT00774799"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-28"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Horsham "," MCS-00960665-P ","  "
" FIT00774980"," 1"," LE2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-13"," Deemed "," PV-N/0-4/07L-1 "," England"," East Midlands "," Leicester "," MCS-00973853-S ","  "
" FIT00775196"," 1"," CV37 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-18"," Deemed "," PV-R/0-4/07L-1 "," England"," West Midlands "," Stratford-on-Avon "," MCS-00979128-N ","  "
" FIT00775286"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-07-26"," Deemed "," PV-N/0-4/07H-2 "," England"," South East "," Portsmouth "," MCS-00988810-F ","  "
" FIT00775375"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-26"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Eastleigh "," MCS-00979112-S ","  "
" FIT00775607"," 1"," M13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-09"," Deemed "," PV-N/0-4/07L-1 "," England"," North West "," Manchester "," MCS-00976118-H ","  "
" FIT00775823"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-27"," Deemed "," PV-N/0-4/07H-1 "," England"," South East "," Horsham "," MCS-00984785-H ","  "
" FIT00775893"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-26"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Eastleigh "," MCS-00979109-Y ","  "
" FIT00776013"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-11"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00972113-W ","  "
" FIT00776058"," 1"," SG5 "," Photovoltaic "," Domestic"," 0.5 "," 2013-12-04"," Deemed "," PV-N/0-4/06H-FR "," England"," East of England "," Central Bedfordshire "," MCS-00561035-I ","  "
" FIT00776379"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-23"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Sevenoaks "," MCS-00978641-K ","  "
" FIT00777451"," 1"," DT5 "," Photovoltaic "," Domestic"," 0.5 "," 2016-07-19"," Deemed "," PV-N/0-4/07H-2 "," England"," South West "," Weymouth and Portland "," MCS-00987775-E ","  "
" FIT00777738"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-04"," Deemed "," PV-N/0-4/07H-1 "," England"," South East "," Eastleigh "," MCS-00970458-G ","  "
" FIT00778020"," 1"," ME15 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-12"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Maidstone "," MCS-00978564-I ","  "
" FIT00778161"," 1"," HP13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-15"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Wycombe "," MCS-00967896-V ","  "
" FIT00778177"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-04"," Deemed "," PV-R/0-4/07L-1 "," England"," South East "," Eastleigh "," MCS-00970462-O ","  "
" FIT00778219"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-17"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Sevenoaks "," MCS-00983615-H ","  "
" FIT00778581"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-09"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Sevenoaks "," MCS-00982457-J ","  "
" FIT00778615"," 1"," B50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-14"," Deemed "," PV-R/0-4/06H-FR "," England"," West Midlands "," Stratford-on-Avon "," MCS-00966614-K ","  "
" FIT00778685"," 1"," TA3 "," Photovoltaic "," Domestic"," 0.5 "," 2016-09-07"," Deemed "," PV-R/0-4/07H-2 "," England"," South West "," Taunton Deane "," MCS-00995720-J ","  "
" FIT00778887"," 1"," SS17 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-27"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00974197-V ","  "
" FIT00778889"," 1"," ME7 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-27"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Medway "," MCS-00984353-G ","  "
" FIT00779002"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797350-U ","  "
" FIT00779008"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797354-J ","  "
" FIT00779009"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797355-T ","  "
" FIT00779015"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797351-W ","  "
" FIT00779018"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797352-J ","  "
" FIT00779025"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797353-U ","  "
" FIT00779027"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797356-D ","  "
" FIT00779031"," 1"," BS7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-22"," Deemed "," PV-N/0-4/06M-3 "," England"," South West "," Bristol, City of "," MCS-00797357-A ","  "
" FIT00779092"," 1"," SS17 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-01"," Deemed "," PV-N/0-4/07L-1 "," England"," East of England "," Thurrock "," MCS-00980044-X ","  "
" FIT00779185"," 1"," BR2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-06"," Deemed "," PV-N/0-4/07H-1 "," England"," London "," Bromley "," MCS-00975862-I ","  "
" FIT00779475"," 1"," PH2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-08-04"," Deemed "," PV-N/0-4/07H-2 "," Scotland"," N/A "," Perth & Kinross "," MCS-00992914-H ","  "
" FIT00779543"," 1"," TR15 "," Photovoltaic "," Domestic"," 0.5 "," 2014-04-16"," Deemed "," PV-N/0-4/05H-3 "," England"," South West "," Cornwall "," MCS-00612371-R ","  "
" FIT00779661"," 1"," HP23 "," Photovoltaic "," Domestic"," 0.5 "," 2015-08-19"," Deemed "," PV-R/0-4/06L-FR "," England"," South East "," Aylesbury Vale "," MCS-00839300-P ","  "
" FIT00779834"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-23"," Deemed "," PV-R/0-4/07L-1 "," England"," South East "," Sevenoaks "," MCS-00978636-O ","  "
" FIT00780097"," 1"," RH1 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-27"," Deemed "," PV-N/0-4/07L-2 "," England"," South East "," Reigate and Banstead "," MCS-00974342-W ","  "
" FIT00780113"," 1"," PO13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-05"," Deemed "," PV-R/0-4/06M-3 "," England"," South East "," Gosport "," MCS-00942472-M ","  "
" FIT00780117"," 1"," PO13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-05"," Deemed "," PV-R/0-4/06M-3 "," England"," South East "," Gosport "," MCS-00942454-M ","  "
" FIT00780586"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-10"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Horsham "," MCS-00967609-D ","  "
" FIT00780644"," 1"," NP19 "," Photovoltaic "," Domestic"," 0.5 "," 2016-10-04"," Deemed "," PV-N/0-4/07H-3 "," Wales"," N/A "," Newport "," MCS-01001564-V ","  "
" FIT00780657"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-09-28"," Deemed "," PV-N/0-4/07H-2 "," England"," South East "," Eastleigh "," MCS-00998394-A ","  "
" FIT00780670"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-11"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00972111-T ","  "
" FIT00780876"," 1"," PL9 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-10"," Deemed "," PV-N/0-4/07H-1 "," England"," South West "," Plymouth "," MCS-00976431-P ","  "
" FIT00782070"," 1"," OL4 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-09"," Deemed "," PV-N/0-4/07L-1 "," England"," North West "," Oldham "," MCS-00976298-U ","  "
" FIT00782152"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-23"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Sevenoaks "," MCS-00979099-J ","  "
" FIT00782610"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-11"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00972108-S ","  "
" FIT00782671"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-11"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00972115-U ","  "
" FIT00782837"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-30"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Portsmouth "," MCS-00969684-G ","  "
" FIT00782848"," 1"," ME15 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-12"," No Export "," PV-N/0-4/07L-1 "," England"," South East "," Maidstone "," MCS-00978563-J ","  "
" FIT00782985"," 1"," RH12 "," Photovoltaic "," Domestic"," 0.5 "," 2014-09-24"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Horsham "," MCS-00678257-D ","  "
" FIT00783056"," 1"," LE4 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-06"," Deemed "," PV-N/0-4/07L-1 "," England"," East Midlands "," Leicester "," MCS-00981814-N ","  "
" FIT00783084"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-18"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Eastleigh "," MCS-00978023-V ","  "
" FIT00783337"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-30"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Portsmouth "," MCS-00969676-I ","  "
" FIT00783550"," 1"," EX7 "," Photovoltaic "," Domestic"," 0.5 "," 2015-09-12"," Deemed "," PV-N/0-4/06L-FR "," England"," South West "," Teignbridge "," MCS-00856157-S ","  "
" FIT00783678"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-21"," Deemed "," PV-N/0-4/07L-3 "," England"," South East "," Portsmouth "," MCS-00983289-I ","  "
" FIT00783684"," 1"," HP5 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-09"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Chiltern "," MCS-00982735-S ","  "
" FIT00783742"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-08-28"," Deemed "," PV-N/0-4/07L-2 "," England"," South East "," Sevenoaks "," MCS-00993709-F ","  "
" FIT00783775"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-10-26"," Deemed "," PV-N/0-4/07H-3 "," England"," East of England "," Thurrock "," MCS-01002626-L ","  "
" FIT00783860"," 1"," SO50 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-04"," Deemed "," PV-N/0-4/07H-1 "," England"," South East "," Eastleigh "," MCS-00970461-B ","  "
" FIT00783874"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-05-11"," Deemed "," PV-N/0-4/07H-1 "," England"," East of England "," Thurrock "," MCS-00978489-F ","  "
" FIT00783929"," 1"," SL2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-15"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Slough "," MCS-00974917-D ","  "
" FIT00783932"," 1"," CR5 "," Photovoltaic "," Domestic"," 0.5 "," 2016-12-01"," Deemed "," PV-N/0-4/07H-3 "," England"," London "," Croydon "," MCS-01007831-D ","  "
" FIT00783951"," 1"," RM18 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-11"," Deemed "," PV-N/0-4/07H-3 "," England"," East of England "," Thurrock "," MCS-00972114-W ","  "
" FIT00784256"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-30"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Portsmouth "," MCS-00969678-U ","  "
" FIT00361847"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.5 "," 2012-05-22"," Deemed "," PV-N/0-4/03H-3 "," England"," West Midlands "," Wychavon "," MCS-00360926-X ","  "
" FIT00366384"," 1"," LN9 "," Photovoltaic "," Domestic"," 0.5 "," 2012-07-27"," Deemed "," PV-R/0-4/03 L "," England"," East Midlands "," East Lindsey "," MCS-00385379-X ","  "
" FIT00373355"," 1"," PE19 "," Photovoltaic "," Domestic"," 0.5 "," 2012-09-25"," Deemed "," PV-R/0-4/03H-4 "," England"," East of England "," Huntingdonshire "," MCS-00400830-N ","  "
" FIT00376838"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2012-05-28"," Deemed "," PV-N/0-4/03H-4 "," England"," South West "," Gloucester "," MCS-00370829-B ","  "
" FIT00378179"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2012-05-08"," Deemed "," PV-N/0-4/03H-4 "," England"," South West "," Gloucester "," MCS-00347374-T ","  "
" FIT00388314"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2012-05-28"," Deemed "," PV-N/0-4/03H-4 "," England"," South West "," Gloucester "," MCS-00370865-Y ","  "
" FIT00389233"," 1"," YO42 "," Photovoltaic "," Domestic"," 0.5 "," 2013-04-18"," Deemed "," PV-R/0-4/04H-1 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00464912-M ","  "
" FIT00390833"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2012-02-07"," Deemed "," PV-R/0-4/02 "," England"," South East "," Cherwell "," MCS-00261278-D ","  "
" FIT00395533"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2013-02-26"," Deemed "," PV-N/0-4/04H "," England"," South West "," Gloucester "," MCS-00449698-P ","  "
" FIT00399484"," 1"," SO30 "," Photovoltaic "," Domestic"," 0.5 "," 2013-02-01"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Eastleigh "," MCS-00476628-L ","  "
" FIT00399626"," 1"," OL10 "," Photovoltaic "," Domestic"," 0.5 "," 2013-02-01"," Deemed "," PV-R/0-4/04H "," England"," North West "," Rochdale "," MCS-00440915-K ","  "
" FIT00401488"," 1"," SN15 "," Photovoltaic "," Domestic"," 0.5 "," 2012-11-30"," Deemed "," PV-N/0-4/04H-1 "," England"," South West "," Wiltshire "," MCS-00427436-S ","  "
" FIT00406173"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-03-08"," Deemed "," PV-N/0-4/04H-1 "," England"," Yorks & Humber "," Rotherham "," MCS-00453118-I ","  "
" FIT00412102"," 1"," NR16 "," Photovoltaic "," Domestic"," 0.5 "," 2013-03-20"," Deemed "," PV-R/0-4/04H-1 "," England"," East of England "," Breckland "," MCS-00454000-I ","  "
" FIT00415475"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2012-09-04"," No Export "," PV-N/0-4/04H-1 "," England"," South West "," Gloucester "," MCS-00396984-J ","  "
" FIT00416180"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.5 "," 2013-07-01"," Deemed "," PV-N/0-4/04H-2 "," Scotland"," N/A "," Angus "," MCS-00494123-D ","  "
" FIT00417257"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.5 "," 2013-07-03"," Deemed "," PV-N/0-4/04H-2 "," Scotland"," N/A "," Angus "," MCS-00494973-H ","  "
" FIT00420830"," 1"," BA3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-04-29"," Deemed "," PV-N/0-4/04H-2 "," England"," South West "," Bath and North East Somerset "," MCS-00470671-P ","  "
" FIT00420956"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-05-16"," Deemed "," PV-R/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00474604-Y ","  "
" FIT00421112"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-2 "," England"," West Midlands "," Herefordshire, County of "," MCS-00502928-O ","  "
" FIT00424000"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-04-09"," Deemed "," PV-R/0-4/04H-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00462169-A ","  "
" FIT00424046"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-2 "," England"," West Midlands "," Herefordshire, County of "," MCS-00502936-P ","  "
" FIT00424047"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-2 "," England"," West Midlands "," Herefordshire, County of "," MCS-00502924-G ","  "
" FIT00424051"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-2 "," England"," West Midlands "," Herefordshire, County of "," MCS-00502909-C ","  "
" FIT00425502"," 1"," SN15 "," Photovoltaic "," Domestic"," 0.5 "," 2012-12-04"," Deemed "," PV-N/0-4/04H-2 "," England"," South West "," Wiltshire "," MCS-00427407-T ","  "
" FIT00425612"," 1"," TN24 "," Photovoltaic "," Domestic"," 0.5 "," 2012-09-04"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," Ashford "," MCS-00398006-M ","  "
" FIT00425750"," 1"," GL2 "," Photovoltaic "," Domestic"," 0.5 "," 2012-05-08"," Deemed "," PV-N/0-4/04H-3 "," England"," South West "," Gloucester "," MCS-00347380-V ","  "
" FIT00428354"," 1"," UB3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-10"," Deemed "," PV-N/0-4/04H-3 "," England"," London "," Hillingdon "," MCS-00495039-W ","  "
" FIT00429953"," 1"," SO51 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-24"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Test Valley "," MCS-00488249-Q ","  "
" FIT00433465"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.5 "," 2012-08-21"," Deemed "," PV-R/0-4/04H-2 "," England"," South East "," Mid Sussex "," MCS-00400420-Y ","  "
" FIT00434003"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-R/0-4/04H-2 "," England"," East of England "," Norwich "," MCS-00504608-W ","  "
" FIT00434412"," 1"," Unk "," Photovoltaic "," Domestic"," 0.5 "," 2012-02-07"," Deemed "," PV-R/0-4/02 "," England"," South East "," Cherwell "," MCS-00261264-I ","  "
" FIT00437487"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-05-16"," Deemed "," PV-N/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00474572-X ","  "
" FIT00439084"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.5 "," 2013-07-01"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00494124-M ","  "
" FIT00439112"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00504591-D ","  "
" FIT00440196"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-02"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00504606-N ","  "
" FIT00440200"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00504604-H ","  "
" FIT00440206"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00504599-K ","  "
" FIT00440212"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00507995-W ","  "
" FIT00440659"," 1"," DD5 "," Photovoltaic "," Domestic"," 0.5 "," 2012-11-30"," Deemed "," PV-N/0-4/03H-3 "," Scotland"," N/A "," Dundee City "," MCS-00424463-O ","  "
" FIT00441379"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-03-08"," Deemed "," PV-N/0-4/04H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00450750-I ","  "
" FIT00441461"," 1"," OL8 "," Photovoltaic "," Domestic"," 0.5 "," 2012-01-05"," Deemed "," PV-R/0-4/02 R "," England"," North West "," Oldham "," MCS-00253072-M ","  "
" FIT00441499"," 1"," BD6 "," Photovoltaic "," Domestic"," 0.5 "," 2011-10-26"," Deemed "," PV-R/0-4/04H-3 "," England"," Yorks & Humber "," Bradford "," MCS-00267172-J ","  "
" FIT00441639"," 1"," UB3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-10"," Deemed "," PV-N/0-4/04H-3 "," England"," London "," Hillingdon "," MCS-00495019-K ","  "
" FIT00442436"," 1"," CM23 "," Photovoltaic "," Domestic"," 0.5 "," 2012-07-18"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," East Hertfordshire "," MCS-00373249-V ","  "
" FIT00442555"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-08-06"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00506898-G ","  "
" FIT00445475"," 1"," UB3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-10"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Hillingdon "," MCS-00495046-K ","  "
" FIT00447415"," 1"," GL7 "," Photovoltaic "," Domestic"," 0.5 "," 2013-01-29"," Deemed "," PV-R/0-4/04H-3 "," England"," South West "," Cotswold "," MCS-00438241-I ","  "
" FIT00448866"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.5 "," 2013-07-22"," Deemed "," PV-N/0-4/04H-2 "," Scotland"," N/A "," Angus "," MCS-00498844-O ","  "
" FIT00448879"," 1"," NR16 "," Photovoltaic "," Domestic"," 0.5 "," 2013-03-20"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Breckland "," MCS-00454755-C ","  "
" FIT00449383"," 1"," CB1 "," Photovoltaic "," Domestic"," 0.5 "," 2013-10-29"," Deemed "," PV-R/0-4/04H-3 "," England"," East of England "," Cambridge "," MCS-00542172-V ","  "
" FIT00452080"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-10-01"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00523389-W ","  "
" FIT00452129"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-27"," Deemed "," PV-N/0-4/04H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00498558-I ","  "
" FIT00456252"," 1"," S60 "," Photovoltaic "," Domestic"," 0.5 "," 2013-06-03"," Deemed "," PV-R/0-4/04H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00481540-O ","  "
" FIT00457227"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-09-04"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00515668-A ","  "
" FIT00457259"," 1"," NR3 "," Photovoltaic "," Domestic"," 0.5 "," 2013-10-01"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Norwich "," MCS-00523394-Q ","  "
" FIT00459453"," 1"," GL7 "," Photovoltaic "," Domestic"," 0.5 "," 2013-01-29"," Deemed "," PV-R/0-4/04H-3 "," England"," South West "," Cotswold "," MCS-00438230-D ","  "
